C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A006,R079,00-00-00,05-27-11,08:59:09,DOOR,008981534,013855379
A006,R079,00-00-00,05-27-11,08:59:24,OPEN,008981534,013855379
A006,R079,00-00-00,05-27-11,09:08:45,DOOR,008981534,013855379
A006,R079,00-00-00,05-27-11,10:00:00,OPEN,008981576,013855838
A006,R079,00-00-00,05-27-11,14:00:00,DOOR,008981907,013856920
A006,R079,00-00-00,05-27-11,18:00:00,OPEN,008982740,013857821
A006,R079,00-00-01,05-27-11,09:13:04,DOOR,000396782,000303087
A006,R079,00-00-01,05-27-11,09:20:47,OPEN,000396782,000303087
A006,R079,00-00-01,05-27-11,09:20:55,DOOR,000396782,000303087
A006,R079,00-00-01,05-27-11,10:00:00,OPEN,000396816,000303189
A006,R079,00-00-01,05-27-11,14:00:00,DOOR,000397186,000303558
A006,R079,00-00-01,05-27-11,18:00:00,OPEN,000398031,000303928
A006,R079,00-00-02,05-27-11,09:26:21,DOOR,004911752,002206709
A006,R079,00-00-02,05-27-11,09:26:43,OPEN,004911752,002206709
A006,R079,00-00-02,05-27-11,09:26:52,DOOR,004911752,002206709
A006,R079,00-00-02,05-27-11,09:29:47,OPEN,004911752,002206709
A006,R079,00-00-02,05-27-11,09:31:11,DOOR,004911752,002206709
A006,R079,00-00-02,05-27-11,10:00:00,OPEN,004911773,002206751
A006,R079,00-00-02,05-27-11,14:00:00,DOOR,004912118,002206929
A006,R079,00-00-02,05-27-11,18:00:00,OPEN,004912822,002207098                                      
A006,R079,00-00-03,05-27-11,09:37:06,DOOR,000035247,000015997
A006,R079,00-00-03,05-27-11,09:37:41,OPEN,000035247,000015997
A006,R079,00-00-03,05-27-11,09:42:39,DOOR,000035247,000015997
A006,R079,00-00-03,05-27-11,10:00:00,OPEN,000035256,000016005
A006,R079,00-00-03,05-27-11,14:00:00,DOOR,000035503,000016109
A006,R079,00-00-03,05-27-11,18:00:00,OPEN,000036075,000016228
A006,R079,00-00-04,05-27-11,09:50:43,DOOR,004782404,002227465
A006,R079,00-00-04,05-27-11,09:51:14,OPEN,004782404,002227465
A006,R079,00-00-04,05-27-11,10:00:00,DOOR,004782404,002227465
A006,R079,00-00-04,05-27-11,10:00:41,OPEN,004782404,002227465
A006,R079,00-00-04,05-27-11,18:00:00,DOOR,004783179,002227705
A006,R079,00-00-04,05-27-11,22:00:00,OPEN,004783471,002227739                                                                              
A006,R079,00-03-00,05-27-11,10:03:47,DOOR,005479771,002651167
A006,R079,00-03-00,05-27-11,10:04:15,OPEN,005479771,002651167
A006,R079,00-03-00,05-27-11,10:04:19,DOOR,005479771,002651167
A006,R079,00-03-00,05-27-11,10:11:18,OPEN,005479771,002651167
A006,R079,00-03-00,05-27-11,14:00:00,DOOR,005480076,002651338
A006,R079,00-03-00,05-27-11,18:00:00,OPEN,005480806,002651526
A006,R079,00-03-00,05-27-11,22:00:00,DOOR,005481128,002651563                                   
A006,R079,00-03-01,05-27-11,10:15:20,DOOR,004890826,002790157
A006,R079,00-03-01,05-27-11,10:16:09,OPEN,004890826,002790157
A006,R079,00-03-01,05-27-11,10:19:06,DOOR,004890826,002790157
A006,R079,00-03-01,05-27-11,10:22:41,OPEN,004890826,002790157
A006,R079,00-03-01,05-27-11,14:00:00,DOOR,004891232,002790394
A006,R079,00-03-01,05-27-11,18:00:00,OPEN,004892153,002790620
A006,R079,00-03-01,05-27-11,22:00:00,DOOR,004892592,002790690                                   
A006,R079,00-03-02,05-27-11,10:28:05,DOOR,009561906,010779339
A006,R079,00-03-02,05-27-11,10:28:29,OPEN,009561906,010779339
A006,R079,00-03-02,05-27-11,10:38:09,DOOR,009561906,010779339
A006,R079,00-03-02,05-27-11,14:00:00,OPEN,009562388,010779675
A006,R079,00-03-02,05-27-11,18:00:00,DOOR,009563606,010779886
A006,R079,00-03-02,05-27-11,22:00:00,OPEN,009564173,010780001                                                                              
A010,R080,00-00-00,05-21-11,04:00:00,RECOVR,002307861,000958255
A010,R080,00-00-00,05-21-11,08:00:00,AUD,002307920,000958312
A010,R080,00-00-00,05-22-11,04:00:00,RECOVR,002309647,000959255
A010,R080,00-00-00,05-22-11,08:00:00,AUD,002309688,000959300
A010,R080,00-00-00,05-23-11,04:00:00,RECOVR,002311114,000959999
A010,R080,00-00-00,05-23-11,07:48:44,AUD,002311190,000960129
A010,R080,00-00-00,05-24-11,04:00:00,RECOVR,002313622,000961388
A010,R080,00-00-00,05-24-11,08:00:00,AUD,002313698,000961530
A010,R080,00-00-00,05-27-11,04:00:00,RECOVR,002321462,000966021
A010,R080,00-00-00,05-27-11,08:00:00,AUD,002321548,000966168
A010,R080,00-00-01,05-21-11,04:00:00,RECOVR,010107098,003461343
A010,R080,00-00-01,05-21-11,08:00:00,AUD,010107125,003461377
A010,R080,00-00-01,05-22-11,04:00:00,RECOVR,010108277,003461907
A010,R080,00-00-01,05-22-11,08:00:00,AUD,010108306,003461934
A010,R080,00-00-01,05-23-11,04:00:00,RECOVR,010109188,003462315
A010,R080,00-00-01,05-23-11,07:48:44,AUD,010109211,003462389
A010,R080,00-00-01,05-24-11,04:00:00,RECOVR,010110727,003463197
A010,R080,00-00-01,05-24-11,08:00:00,AUD,010110770,003463278
A010,R080,00-00-01,05-27-11,04:00:00,RECOVR,010115804,003466017
A010,R080,00-00-01,05-27-11,08:00:00,AUD,010115836,003466096
A010,R080,00-00-02,05-21-11,04:00:00,RECOVR,007354340,002691905
A010,R080,00-00-02,05-21-11,08:00:00,AUD,007354360,002691939
A010,R080,00-00-02,05-23-11,04:00:00,RECOVR,007355869,002692531               
A010,R080,00-00-02,05-24-11,04:00:00,RECOVR,007357039,002693127               
A010,R080,00-00-02,05-25-11,04:00:00,RECOVR,007358283,002693764
A010,R080,00-00-02,05-25-11,08:00:00,AUD,007358311,002693844                   
A010,R080,00-00-02,05-26-11,04:00:00,RECOVR,007359572,002694406
A010,R080,00-00-02,05-26-11,08:00:00,AUD,007359599,002694480
A010,R080,00-00-02,05-27-11,04:00:00,RECOVR,007360957,002695128
A010,R080,00-00-02,05-27-11,08:00:00,AUD,007360982,002695195
A010,R080,00-00-03,05-21-11,04:00:00,RECOVR,000584211,000289942
A010,R080,00-00-03,05-21-11,08:00:00,AUD,000584223,000289964
A010,R080,00-00-03,05-23-11,04:00:00,RECOVR,000585367,000290445               
A010,R080,00-00-03,05-24-11,04:00:00,RECOVR,000586279,000290952               
A010,R080,00-00-03,05-25-11,04:00:00,RECOVR,000587300,000291507
A010,R080,00-00-03,05-25-11,08:00:00,AUD,000587316,000291579                   
A010,R080,00-00-03,05-26-11,04:00:00,RECOVR,000588372,000292053
A010,R080,00-00-03,05-26-11,08:00:00,AUD,000588396,000292127
A010,R080,00-00-03,05-27-11,04:00:00,RECOVR,000589529,000292627
A010,R080,00-00-03,05-27-11,08:00:00,AUD,000589546,000292686
A010,R080,00-00-04,05-21-11,04:00:00,RECOVR,001041068,000566294
A010,R080,00-00-04,05-21-11,08:00:00,AUD,001041085,000566326
A010,R080,00-00-04,05-23-11,04:00:00,RECOVR,001042443,000566975               
A010,R080,00-00-04,05-24-11,04:00:00,RECOVR,001043620,000567531               
A010,R080,00-00-04,05-25-11,04:00:00,RECOVR,001044873,000568101
A010,R080,00-00-04,05-25-11,04:00:00,AUD,001044873,000568101
A010,R080,00-00-04,05-26-11,04:00:00,RECOVR,001046153,000568575
A010,R080,00-00-04,05-26-11,08:00:00,AUD,001046169,000568659
A010,R080,00-00-04,05-27-11,04:00:00,RECOVR,001047449,000569152
A010,R080,00-00-04,05-27-11,04:00:00,AUD,001047449,000569152
A010,R080,00-00-05,05-21-11,04:00:00,RECOVR,007975972,003023206
A010,R080,00-00-05,05-21-11,08:00:00,AUD,007975996,003023242
A010,R080,00-00-05,05-23-11,04:00:00,RECOVR,007977983,003023952               
A010,R080,00-00-05,05-24-11,04:00:00,RECOVR,007979594,003024446
A010,R080,00-00-05,05-24-11,04:00:00,AUD,007979594,003024446                   
A010,R080,00-00-05,05-25-11,04:00:00,RECOVR,007981410,003024916
A010,R080,00-00-05,05-25-11,08:00:00,AUD,007981442,003025001                   
A010,R080,00-00-05,05-26-11,04:00:00,RECOVR,007983187,003025442
A010,R080,00-00-05,05-26-11,04:00:00,AUD,007983187,003025442
A010,R080,00-00-05,05-27-11,04:00:00,RECOVR,007985063,003025896
A010,R080,00-00-05,05-27-11,08:00:00,AUD,007985089,003025964
A010,R080,00-00-06,05-21-11,04:00:00,RECOVR,011691188,003444330
A010,R080,00-00-06,05-21-11,08:00:00,AUD,011691241,003444386
A010,R080,00-00-06,05-23-11,04:00:00,RECOVR,011694422,003445346               
A010,R080,00-00-06,05-24-11,04:00:00,RECOVR,011696943,003445913               
A010,R080,00-00-06,05-25-11,04:00:00,RECOVR,011699692,003446477
A010,R080,00-00-06,05-25-11,04:00:00,AUD,011699692,003446477
A010,R080,00-00-06,05-26-11,04:00:00,RECOVR,011702392,003447099
A010,R080,00-00-06,05-26-11,08:00:00,AUD,011702448,003447207
A010,R080,00-00-06,05-27-11,04:00:00,RECOVR,011705215,003447671
A010,R080,00-00-06,05-27-11,08:00:00,AUD,011705269,003447760
A010,R080,00-00-07,05-21-11,04:00:00,RECOVR,018910395,004069724
A010,R080,00-00-07,05-21-11,08:00:00,AUD,018910500,004069804
A010,R080,00-00-07,05-23-11,04:00:00,RECOVR,018916059,004071141               
A010,R080,00-00-07,05-24-11,04:00:00,RECOVR,018920466,004071777
A010,R080,00-00-07,05-24-11,04:00:00,AUD,018920466,004071777                   
A010,R080,00-00-07,05-25-11,04:00:00,RECOVR,018925281,004072431
A010,R080,00-00-07,05-25-11,08:00:00,AUD,018925444,004072587                   
A010,R080,00-00-07,05-26-11,04:00:00,RECOVR,018930087,004073112
A010,R080,00-00-07,05-26-11,08:00:00,AUD,018930253,004073286
A010,R080,00-00-07,05-27-11,04:00:00,RECOVR,018934901,004073797
A010,R080,00-00-07,05-27-11,08:00:00,AUD,018935036,004073964
A011,R080,01-00-00,05-26-11,04:00:00,RECOVR,010053554,011394388
A011,R080,01-00-00,05-26-11,08:00:00,AUD,010053687,011394823
A011,R080,01-00-01,05-26-11,04:00:00,RECOVR,007227498,005218313
A011,R080,01-00-01,05-26-11,08:00:00,AUD,007227544,005218534
A011,R080,01-00-02,05-27-11,04:00:00,RECOVR,004334495,003740469
A011,R080,01-00-02,05-27-11,08:00:00,AUD,004334536,003740641                   
A011,R080,01-00-03,05-27-11,04:00:00,RECOVR,005111432,004827757
A011,R080,01-00-03,05-27-11,08:00:00,AUD,005111486,004827866                   
A011,R080,01-00-04,05-27-11,04:00:00,RECOVR,007248230,007334935
A011,R080,01-00-04,05-27-11,08:00:00,AUD,007248280,007335133                   
A011,R080,01-00-05,05-27-11,04:00:00,RECOVR,009386938,008297943
A011,R080,01-00-05,05-27-11,08:00:00,AUD,009387005,008298222                   
A013,R081,01-00-00,05-23-11,04:00:00,RECOVR,004462120,024555152
A013,R081,01-00-00,05-23-11,08:00:00,AUD,004462122,024555588                   
A013,R081,01-00-00,05-24-11,04:00:00,RECOVR,004462658,024560088
A013,R081,01-00-00,05-24-11,08:00:00,AUD,004462665,024560634
A013,R081,01-00-00,05-24-11,16:00:00,RECOVR,004462791,024563448
A013,R081,01-00-00,05-24-11,20:00:00,AUD,004463092,024564920
A013,R081,01-00-00,05-25-11,00:00:00,RECOVR,004463231,024565457
A013,R081,01-00-00,05-25-11,04:00:00,AUD,004463261,024565506
A013,R081,01-00-00,05-25-11,08:00:00,RECOVR,004463272,024566048
A013,R081,01-00-00,05-25-11,12:00:00,AUD,004463305,024567701
A013,R081,01-00-00,05-26-11,11:12:40,DOOR,004463903,024573084
A013,R081,01-00-00,05-26-11,11:16:24,OPEN,004463904,024573084
A013,R081,01-00-00,05-26-11,11:16:31,DOOR,004463904,024573084
A013,R081,01-00-00,05-26-11,11:23:50,OPEN,004463909,024573090                          
A013,R081,01-03-00,05-23-11,04:00:00,RECOVR,000957755,001169682
A013,R081,01-03-00,05-23-11,08:00:00,AUD,000957766,001169834                   
A013,R081,01-03-00,05-24-11,16:00:00,RECOVR,000959395,001172455               
A013,R081,01-03-00,05-24-11,20:00:00,RECOVR,000960113,001172943
A013,R081,01-03-00,05-25-11,00:00:00,AUD,000960508,001173071
A013,R081,01-03-00,05-26-11,11:24:30,DOOR,000962211,001175750
A013,R081,01-03-00,05-26-11,11:24:35,OPEN,000962211,001175750
A013,R081,01-03-00,05-26-11,12:00:00,DOOR,000962240,001175802
A013,R081,01-03-00,05-26-11,16:00:00,OPEN,000962512,001176172
A013,R081,01-03-01,05-23-11,04:00:00,RECOVR,001462273,000809580
A013,R081,01-03-01,05-23-11,08:00:00,AUD,001462296,000809702                   
A013,R081,01-03-01,05-24-11,16:00:00,RECOVR,001464431,000811305               
A013,R081,01-03-01,05-24-11,20:00:00,RECOVR,001465270,000811532
A013,R081,01-03-01,05-25-11,00:00:00,AUD,001465693,000811597
A013,R081,01-03-01,05-26-11,11:36:21,DOOR,001467738,000813207
A013,R081,01-03-01,05-26-11,11:37:10,OPEN,001467738,000813207
A013,R081,01-03-01,05-26-11,11:39:06,DOOR,001467738,000813207
A013,R081,01-03-01,05-26-11,11:49:53,OPEN,001467741,000813210
A013,R081,01-03-01,05-26-11,12:00:00,DOOR,001467748,000813223
A013,R081,01-03-01,05-26-11,16:00:00,OPEN,001468085,000813407                                
A013,R081,01-03-02,05-23-11,04:00:00,RECOVR,004755277,002218884
A013,R081,01-03-02,05-23-11,08:00:00,AUD,004755342,002219082                   
A013,R081,01-03-02,05-24-11,16:00:00,RECOVR,004758463,002220963               
A013,R081,01-03-02,05-24-11,20:00:00,RECOVR,004759650,002221201
A013,R081,01-03-02,05-25-11,00:00:00,AUD,004760243,002221256
A013,R081,01-03-02,05-26-11,11:51:25,DOOR,004763262,002223159
A013,R081,01-03-02,05-26-11,11:51:46,OPEN,004763262,002223159
A013,R081,01-03-02,05-26-11,12:00:00,DOOR,004763263,002223160
A013,R081,01-03-02,05-26-11,16:00:00,OPEN,004763730,002223397
A013,R081,01-05-00,05-24-11,16:00:00,RECOVR,000000941,000000000
A013,R081,01-05-00,05-24-11,20:00:00,AUD,000000941,000000000                   
A013,R081,01-05-00,05-25-11,04:00:00,RECOVR,000000941,000000000
A013,R081,01-05-00,05-25-11,08:00:00,AUD,000000941,000000000
A013,R081,01-05-00,05-26-11,12:34:32,DOOR,000000943,000000000
A013,R081,01-05-00,05-26-11,12:52:59,OPEN,000000943,000000000
A013,R081,01-05-00,05-26-11,12:53:01,DOOR,000000943,000000000
A013,R081,01-05-00,05-26-11,16:00:00,OPEN,000000945,000000000
A013,R081,01-05-00,05-26-11,20:00:00,DOOR,000000945,000000000                             
A013,R081,01-05-01,05-24-11,16:00:00,RECOVR,000000000,000000051
A013,R081,01-05-01,05-24-11,20:00:00,AUD,000000000,000000051                   
A013,R081,01-05-01,05-25-11,04:00:00,RECOVR,000000000,000000051
A013,R081,01-05-01,05-25-11,08:00:00,AUD,000000000,000000051
A013,R081,01-05-01,05-26-11,12:11:02,DOOR,000000000,000000051
A013,R081,01-05-01,05-26-11,12:57:56,OPEN,000000000,000000053
A013,R081,01-05-01,05-26-11,12:58:31,DOOR,000000000,000000053
A013,R081,01-05-01,05-26-11,16:00:00,OPEN,000000000,000000054
A013,R081,01-05-01,05-26-11,20:00:00,DOOR,000000000,000000054                             
A014,R081,02-00-00,05-24-11,16:00:00,RECOVR,003723047,001200966
A014,R081,02-00-00,05-24-11,20:00:00,AUD,003723865,001201109                   
A014,R081,02-00-00,05-26-11,09:00:54,DOOR,003726884,001202031
A014,R081,02-00-00,05-26-11,09:01:00,OPEN,003726884,001202031
A014,R081,02-00-00,05-26-11,09:21:59,DOOR,003726884,001202031
A014,R081,02-00-00,05-26-11,09:22:01,OPEN,003726884,001202031
A014,R081,02-00-00,05-26-11,09:22:11,DOOR,003726884,001202031
A014,R081,02-00-00,05-26-11,12:00:00,OPEN,003727021,001202180
A014,R081,02-00-00,05-26-11,16:00:00,DOOR,003727389,001202292                                   
A014,R081,02-00-01,05-24-11,16:00:00,RECOVR,003627254,001763208
A014,R081,02-00-01,05-24-11,20:00:00,AUD,003627873,001763354                   
A014,R081,02-00-01,05-26-11,09:27:31,DOOR,003629932,001764409
A014,R081,02-00-01,05-26-11,09:27:37,OPEN,003629932,001764409
A014,R081,02-00-01,05-26-11,09:29:19,DOOR,003629932,001764409
A014,R081,02-00-01,05-26-11,09:43:37,OPEN,003629932,001764409
A014,R081,02-00-01,05-26-11,09:43:53,DOOR,003629932,001764409
A014,R081,02-00-01,05-26-11,09:44:03,OPEN,003629932,001764409
A014,R081,02-00-01,05-26-11,09:45:40,DOOR,003629932,001764409                                   
A014,R081,02-00-01,05-26-11,09:45:47,DOOR,003629932,001764409
A014,R081,02-00-01,05-26-11,09:46:12,OPEN,003629932,001764409
A014,R081,02-00-01,05-26-11,09:46:20,DOOR,003629932,001764409
A014,R081,02-00-01,05-26-11,09:50:06,OPEN,003629938,001764418
A014,R081,02-00-01,05-26-11,12:00:00,DOOR,003630001,001764529
A014,R081,02-00-01,05-26-11,16:00:00,OPEN,003630237,001764679
A014,R081,02-00-01,05-26-11,20:00:00,DOOR,003630858,001764821
A014,R081,02-00-01,05-27-11,00:00:00,OPEN,003631268,001764897                                      
A014,R081,02-00-02,05-24-11,16:00:00,RECOVR,003429550,007097906
A014,R081,02-00-02,05-24-11,20:00:00,AUD,003430037,007098313                   
A014,R081,02-00-02,05-25-11,14:31:32,DOOR,003430542,007099674
A014,R081,02-00-02,05-25-11,14:33:02,OPEN,003430542,007099674
A014,R081,02-00-02,05-25-11,16:00:00,DOOR,003430649,007099814
A014,R081,02-00-02,05-25-11,20:00:00,OPEN,003431114,007100184                          
A014,R081,02-00-02,05-26-11,09:51:47,DOOR,003431534,007100954
A014,R081,02-00-02,05-26-11,09:51:57,OPEN,003431534,007100954
A014,R081,02-00-02,05-26-11,12:00:00,DOOR,003431571,007101159
A014,R081,02-00-02,05-26-11,16:00:00,OPEN,003431730,007101545
A014,R081,02-06-00,05-24-11,16:00:00,RECOVR,000531261,001188144
A014,R081,02-06-00,05-24-11,20:00:00,AUD,000531277,001188346                   
A014,R081,02-06-00,05-24-11,23:19:16,TS,000531293,001188400
A014,R081,02-06-00,05-24-11,23:20:05,VLT,000531293,001188400
A014,R081,02-06-00,05-24-11,23:35:32,OPN,000531293,001188400
A014,R081,02-06-00,05-25-11,00:00:00,TS,000531293,001188406
A014,R081,02-06-00,05-25-11,04:00:00,VLT,000531295,001188420
A014,R081,02-06-00,05-25-11,04:00:00,OPN,000531295,001188420
A014,R081,02-06-00,05-25-11,08:00:00,TS,000531297,001188442
A014,R081,02-06-00,05-25-11,12:00:00,VLT,000531306,001188529                                                 
A014,R081,02-06-00,05-25-11,13:33:36,DOOR,000531306,001188574
A014,R081,02-06-00,05-25-11,13:41:10,OPEN,000531306,001188594
A014,R081,02-06-00,05-25-11,14:24:55,DOOR,000531306,001188595
A014,R081,02-06-00,05-25-11,16:00:00,OPEN,000531311,001188642
A014,R081,02-06-00,05-25-11,20:00:00,TS,000531328,001188825
A014,R081,02-06-00,05-26-11,00:00:00,VLT,000531346,001188894
A014,R081,02-06-00,05-26-11,04:00:00,OPN,000531348,001188897
A014,R081,02-06-01,05-24-11,16:00:00,RECOVR,000218621,003245773
A014,R081,02-06-01,05-24-11,20:00:00,AUD,000218625,003246359                   
A014,R081,02-06-01,05-24-11,23:19:17,TS,000218632,003246490
A014,R081,02-06-01,05-24-11,23:20:05,VLT,000218632,003246490
A014,R081,02-06-01,05-24-11,23:35:31,OPN,000218632,003246496
A014,R081,02-06-01,05-25-11,00:00:00,TS,000218633,003246500
A014,R081,02-06-01,05-25-11,04:00:00,VLT,000218634,003246519
A014,R081,02-06-01,05-25-11,04:00:00,OPN,000218634,003246519
A014,R081,02-06-01,05-25-11,08:00:00,TS,000218635,003246583
A014,R081,02-06-01,05-25-11,12:00:00,VLT,000218635,003246932                                                 
A014,R081,02-06-01,05-25-11,13:42:32,DOOR,000218635,003247132
A014,R081,02-06-01,05-25-11,16:00:00,OPEN,000218638,003247395
A015,R081,00-00-00,05-21-11,04:00:00,RECOVR,006332261,002256184
A015,R081,00-00-00,05-21-11,08:00:00,AUD,006332312,002256226
A015,R081,00-00-00,05-22-11,04:00:00,RECOVR,006334213,002256596
A015,R081,00-00-00,05-22-11,08:00:00,AUD,006334246,002256631
A015,R081,00-00-00,05-24-11,04:00:00,RECOVR,006338276,002257737
A015,R081,00-00-00,05-24-11,08:00:00,AUD,006338349,002257902                   
A015,R081,00-00-00,05-24-11,16:00:00,RECOVR,006339370,002258453
A015,R081,00-00-00,05-24-11,20:00:00,AUD,006340917,002258640
A015,R081,00-00-00,05-25-11,00:00:00,RECOVR,006341493,002258681
A015,R081,00-00-00,05-25-11,01:04:56,AUD,006341517,002258688
A015,R081,00-00-00,05-26-11,04:00:00,RECOVR,006344910,002259577
A015,R081,00-00-00,05-26-11,08:00:00,AUD,006345023,002259714
A015,R081,00-00-00,05-27-11,04:00:00,RECOVR,006348475,002260503
A015,R081,00-00-00,05-27-11,08:00:00,AUD,006348559,002260646
A015,R081,00-00-01,05-21-11,04:00:00,RECOVR,009217270,002447270
A015,R081,00-00-01,05-21-11,08:00:00,AUD,009217298,002447285
A015,R081,00-00-01,05-22-11,04:00:00,RECOVR,009218726,002447468
A015,R081,00-00-01,05-22-11,08:00:00,AUD,009218751,002447483
A015,R081,00-00-01,05-24-11,04:00:00,RECOVR,009221820,002448147
A015,R081,00-00-01,05-24-11,08:00:00,AUD,009221889,002448235                   
A015,R081,00-00-01,05-24-11,16:00:00,RECOVR,009222510,002448533
A015,R081,00-00-01,05-24-11,20:00:00,AUD,009222510,002448635
A015,R081,00-00-01,05-24-11,23:22:41,RECOVR,009222510,002448650
A015,R081,00-00-01,05-24-11,23:22:44,AUD,009222510,002448650
A015,R081,00-00-01,05-25-11,00:00:00,DOOR,009222533,002448653
A015,R081,00-00-01,05-25-11,01:04:56,OPEN,009222543,002448656
A015,R081,00-00-01,05-25-11,04:00:00,DOOR,009222547,002448659                                 
A015,R081,00-00-01,05-25-11,04:00:00,RECOVR,009222547,002448659
A015,R081,00-00-01,05-25-11,08:00:00,AUD,009222603,002448753
A015,R081,00-00-01,05-26-11,10:57:29,DOOR,009223572,002449558
A015,R081,00-00-01,05-26-11,11:01:30,OPEN,009223577,002449558
A015,R081,00-00-01,05-26-11,11:03:11,DOOR,009223577,002449558
A015,R081,00-00-01,05-26-11,11:07:02,OPEN,009223577,002449558
A015,R081,00-00-01,05-26-11,11:07:15,DOOR,009223577,002449558
A015,R081,00-00-01,05-26-11,12:00:00,OPEN,009223658,002449572
A015,R081,00-00-01,05-26-11,16:00:00,DOOR,009224013,002449641                                   
A015,R081,00-00-01,05-27-11,04:00:00,RECOVR,009224013,002449775
A015,R081,00-00-01,05-27-11,08:00:00,AUD,009224013,002449842
A015,R081,00-00-02,05-21-11,04:00:00,RECOVR,006908692,001894707
A015,R081,00-00-02,05-21-11,08:00:00,AUD,006908713,001894721
A015,R081,00-00-02,05-22-11,04:00:00,RECOVR,006909713,001894882
A015,R081,00-00-02,05-22-11,08:00:00,AUD,006909738,001894889
A015,R081,00-00-02,05-23-11,04:00:00,RECOVR,006910589,001895039
A015,R081,00-00-02,05-23-11,08:00:00,AUD,006910613,001895100
A015,R081,00-00-02,05-24-11,16:00:00,RECOVR,006912813,001895779
A015,R081,00-00-02,05-24-11,20:00:00,AUD,006914098,001895834
A015,R081,00-00-02,05-25-11,00:00:00,RECOVR,006914522,001895843
A015,R081,00-00-02,05-25-11,01:04:56,AUD,006914545,001895844
A015,R081,00-00-02,05-26-11,04:00:00,RECOVR,006916746,001896281
A015,R081,00-00-02,05-26-11,08:00:00,AUD,006916816,001896354
A015,R081,00-00-02,05-27-11,04:00:00,RECOVR,006919180,001896669
A015,R081,00-00-02,05-27-11,08:00:00,AUD,006919230,001896734
A015,R081,00-00-03,05-21-11,04:00:00,RECOVR,005193954,002550124
A015,R081,00-00-03,05-21-11,08:00:00,AUD,005193962,002550141
A015,R081,00-00-03,05-22-11,04:00:00,RECOVR,005194726,002550354
A015,R081,00-00-03,05-22-11,08:00:00,AUD,005194733,002550364
A015,R081,00-00-03,05-23-11,04:00:00,RECOVR,005195342,002550543
A015,R081,00-00-03,05-23-11,08:00:00,AUD,005195355,002550625
A015,R081,00-00-03,05-24-11,04:00:00,RECOVR,005196481,002551056                    
A015,R081,00-00-03,05-24-11,16:00:00,RECOVR,005196903,002551483
A015,R081,00-00-03,05-24-11,20:00:00,AUD,005197721,002551538
A015,R081,00-00-03,05-25-11,00:00:00,RECOVR,005197995,002551557
A015,R081,00-00-03,05-25-11,01:04:56,AUD,005198008,002551557
A015,R081,00-00-03,05-26-11,04:00:00,RECOVR,005199454,002552083
A015,R081,00-00-03,05-26-11,08:00:00,AUD,005199484,002552160
A015,R081,00-00-03,05-27-11,04:00:00,RECOVR,005200965,002552606
A015,R081,00-00-03,05-27-11,08:00:00,AUD,005200979,002552687
A015,R081,00-03-00,05-21-11,04:00:00,RECOVR,004373484,006015530
A015,R081,00-03-00,05-21-11,08:00:00,AUD,004373525,006015576
A015,R081,00-03-00,05-23-11,04:00:00,RECOVR,004374568,006016726               
A015,R081,00-03-00,05-24-11,04:00:00,RECOVR,004375410,006017862
A015,R081,00-03-00,05-24-11,08:00:00,AUD,004375440,006018058                   
A015,R081,00-03-00,05-24-11,16:00:00,RECOVR,004375748,006018831
A015,R081,00-03-00,05-24-11,20:00:00,AUD,004376172,006019077
A015,R081,00-03-00,05-25-11,00:00:00,RECOVR,004376347,006019139
A015,R081,00-03-00,05-25-11,01:04:56,AUD,004376360,006019142
A015,R081,00-03-00,05-26-11,04:00:00,RECOVR,004377370,006020397
A015,R081,00-03-00,05-26-11,08:00:00,AUD,004377391,006020560
A015,R081,00-03-00,05-27-11,04:00:00,RECOVR,004378416,006021727
A015,R081,00-03-00,05-27-11,08:00:00,AUD,004378437,006021881
A015,R081,00-03-01,05-21-11,04:00:00,RECOVR,003670965,014176874
A015,R081,00-03-01,05-21-11,08:00:00,AUD,003670981,014177013
A015,R081,00-03-01,05-23-11,04:00:00,RECOVR,003671863,014179628               
A015,R081,00-03-01,05-24-11,04:00:00,RECOVR,003672616,014182171
A015,R081,00-03-01,05-24-11,08:00:00,AUD,003672637,014182656                   
A015,R081,00-03-01,05-24-11,16:00:00,RECOVR,003672910,014184419
A015,R081,00-03-01,05-24-11,20:00:00,AUD,003673371,014184853
A015,R081,00-03-01,05-25-11,00:00:00,RECOVR,003673508,014185003
A015,R081,00-03-01,05-25-11,01:04:56,AUD,003673519,014185008
A015,R081,00-03-01,05-25-11,08:00:00,RECOVR,003673559,014185530                         
A015,R081,00-03-01,05-26-11,04:00:00,RECOVR,003674478,014187864
A015,R081,00-03-01,05-26-11,08:00:00,AUD,003674504,014188337
A016,R081,03-00-00,05-24-11,16:00:00,RECOVR,000484750,000579864
A016,R081,03-00-00,05-24-11,20:00:00,AUD,000485202,000580109                   
A016,R081,03-00-01,05-24-11,16:00:00,RECOVR,001153121,000383384
A016,R081,03-00-01,05-24-11,20:00:00,AUD,001153789,000383473                   
A016,R081,03-00-02,05-24-11,16:00:00,RECOVR,008909938,002999132
A016,R081,03-00-02,05-24-11,20:00:00,AUD,008910708,002999220                   
A016,R081,03-06-00,05-24-11,16:00:00,RECOVR,000836605,000240403
A016,R081,03-06-00,05-24-11,20:00:00,AUD,000836647,000240430                   
A016,R081,03-06-00,05-24-11,23:19:17,TS,000836676,000240434
A016,R081,03-06-00,05-24-11,23:35:32,VLT,000836679,000240434
